review,label
"These are nice and look fantastic.  If I were buying them again I would choose something in the same wood but with some checkering.  They're too smooth & slick so I'm readjusting my grip a lot between shots.

I bought for a project P226 restoration so I was going after 'pretty' over practicality.",Genuine
"Excellent Product I purchase it with a promotional code from the seller. I recommend the product is super good quality and is as described. It came in perfect conditions and it shipped fast.

If I have to buy again I buy it without concerns because is super useful and looks perfect.",Genuine
Pull the capsule apart and add to a tablespoon of moist food and your older cat will act like a younger kitty. The pain relief provided is worth the cost.,Genuine
"What a horrible product.  Horrible!  Why would someone sell a product without a valve for inflation?  That is correct.  No valve.  No way to put air in it--it does contain air so it can leak out; and, it does.",Genuine
Debating returning this dress. I sized one size UP to size small. I normally wear a size 0 or extra small in Ann Taylor or Bebe.  The size small is just absolutely perfect. The dress is extremely gorgeous.  I'm 5 foot two and the height of it is just in the middle of my knee. So it really has it vin,Genuine
"Came well packaged and undamaged. It does need 3 D-cell batteries, which do not come with it but no big deal. I like how the trash bag can be hidden so all you see is the trash can itself, which looks really nice. It is nice and big and the sensor works well.",Genuine
Have 2 Camera batteries as backup.. the switch does seem a little cheap but it will get the job done.  Very Bright light that doesnt spread the beam too wide.,Genuine
"This book reminded me of my college days which were many years ago but remain fondly in my memories.  With a salute to social media, the author presents a loveable scoundrel who entertains one page after page.  Nicely done.",Genuine
"I received these with the stitching coming off of one of the straps. If I pulled it, the rest would probably unravel, so they got sent back. They felt comfortable. I'd ordered W width, and it was too wide - I might have been able to fit the M width.",Genuine
Squeaky when you sit down. The fabric rubs on the bars. My wife suggested using candle wax on the bars and that worked great. Can't have a squeaky seat in a hunting blind.,Genuine
"I had seen this on tv years ago, but forgot how funny Rowan Atkinson is in this. If you've ever seen him in anything else (Blackadder, Mr. Bean) you'll want to add disc this to your collection.",Genuine
"Preggers Jessica
Then there's a zombieland Marc
Is Sinklair the book?

It took me one week
To finish Betsy's sad book
I'm still crying tears

Laura is now bad
I'm tired of the same stuff
Why am I still here?",Genuine
"This movie made me hate this character. What a terrible sequel, with gawdawful writing. I seriously despise Liam's psychotic character now, who was so wonderful in the first film.",Genuine
This was one of the best gifts we got our daughter this year.  She absolutely loves this!  We have already taken this table to numerous relatives houses because it keeps my daughter (16 months) distracted and entertained.  The storage area is great and set up is simple.,Genuine
"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ORBLUE-Flatware-Pie-Server-Stainless-Steel-Cake-Cutter/dp/B011J5MKPC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ORBLUE Flatware Pie Server Stainless Steel Cake Cutter</a>&nbsp;FOR REVIEW

GREAT QUALITY. nice finish good and solid item feels and l",Genuine
"I really wanted to love these IEMs, but I can't.

I was immediately impressed by the packaging. These buds came in the neatest, most functional little white box, kind of like the EarPod cases that double as carrying cases. But the EQ on these are awful. They're marketed as bass-heavy IEMs but that m",Genuine
"I've been using this camera for about a month after a long-desired upgrade from my older digicam.  Wow what a difference. Great size, easy to handle.  Superb images.",Genuine
"My mistake - yet another one where I didn't realize it was a PREVIEW ONLY, not the whole book.  It didn't tempt me enough to purchase the real book either.",Genuine
"Someone obviously used this for a photoshoot then returned it to Amazon. Since I bought it at a great discount from the warehouse, I could care less since it's 100% functional.",Genuine
Hard to top this Engel for keeping minnow alive. I had it in my shop and kept minnows alive for over a month but changing off half the water every week. I now have a 30 I plan to use to hold my bait and use this one on the boats.,Genuine
"This is exactly what I needed for all of my shoes. The assembly of the unit was obvious and straight forward. No instructions were necessary though they were provided. I assembled with the leveling feet, which allow for the unit to withstand a greater load. Works perfectly for my needs.",Genuine
"It's definitely a full cape, which is awesome!  It's nice quality and is perfect for my costume!  The purple lining is a little more plum than what the picture shows, but that's not a problem to me.",Genuine
I got this for St. Patties day. I've lost weight and it was too big for me now but the size was correct. It's kind of made from hoodie material so it feels nice too.,Genuine
I saw this on TV and decided to get it to show the family every Thanksgiving.  It has great acting and it is very realistic in it's approach to the journey to America.  I will show it at school as well.,Genuine
"This feeder works well at keeping the shells in and not all over the place.  However when birdie bird flys around in the cage, they blow out anyway.  Its still a good feeder.",Genuine
"The straw is almost impossible to suck any water through, but I guess if you're going to be using it for drinking lake or river water it needs to be a good filter.  I use the bottle without the straw and it works just fine as a bottle.",Genuine
Very fun but not durable at all.  Falls apart and breaks easily.  We don't play with it long because there isn't much to it but the people are fun to play on our other play sets and the kids enjoy using the launcher.  Definitely not worth full price.,Genuine
"The sound is amazing but I can't really make them stay inside my ear, and I've tried all included sizes of the rubber. If you move the cable it ""rubs"" and you can hear it.",Genuine
"These are Great! The battery lasts pretty much forever. Sound is excellent, noise cancellation is phenomenal! Range could be better but it's right on par with any competing headphones, I've just been spoiled by the old Motorola S11's.",Genuine
My baby is 9 months old and LOVES this toy. She loves opening the lid and pulling the toys out. They are the perfect size to fit in her hands.,Genuine
I really liked this mail order bride book. It was a nice clean romance book. I would recommend this book to all my family and friends,Genuine
Ben Bridges combines the hardships of pioneers with good guys and bad guys. What more do you need for a good tale of the early West series? Excellent read.,Genuine
Great moments.  Breathtaking Cinematography.  Deviates from historical accuracy about 2/3 of the way through in the cause of storytelling which I can forgive but the story was... average.  (Spoiler). Grizzly bear attack was awesome.  Some explicitness (rape).,Genuine
"Product is at least one size smaller than stated, if not more, will update if they break in well. But as for now I'm going to try to get feeling back in my big toe. made for a poor shift. Even a short one (5 hours)",Genuine
I bought the biggest one and can't hardly zip it up. The tight fit may be good for warmth but if you're one inch taller or wider than me forget it! I should've sent it back but it'll work in a pinch so I kept it.,Genuine
"This Ted Higuera and Chris series was fun!  It started out a little slow to establish background, but picks up speed and finishes with a flourish. I think the reader will like it.",Genuine
This towel is great! We took it with us during a long trip and they performed as claimed. I loved that they are not bulky st all and dry really quick. These are my go-to towels when I go to the beach now.,Genuine
Purchased to help make the switch from sippy cups to glass glasses for little ones. These are FANTASTIC. I love them and am even using them myself when I take a drink to go in the car. Wish they came in grown up styles. hint hint.,Genuine
Notice the wood handle is previously fitted then separated from its own utensil. Align each handle back into its own utensil and pound it in to wedge it. Season the handle several times with wood or mineral oil. Perfect.,Genuine
"Great purchase
Bought this one because the office pull boxes were painful.
This bag is nicely constructed, nice compartments, and even distribution of weight. The wheels roll smoothly. It's not high society style, but perfect for my needs.",Genuine
"I just love this table, so so so so easy to set up, no real tools required. Holds weight with ease I sit on this table constantly (110 lbs) and everyone rests their feet on the shelf, it flexes but hardly and so far no issues.",Genuine
"This might be good for reading by the pool, but the lenses are a little small to work effectively as sunglasses in most other situations.  However, my mild disappointment with this specific pair would not stop me from buying a different pair from this manufacturer and vendor.",Genuine
Very soft and warm.  Washed up beautifully; hardly any lint in the dryer filter. Nice size - not too big but not too small.  Liked so much that I bought two more.,Genuine
These shoes are lightweight yet provide a more dressy look. I can wear them for long periods of time and walk comfortably. I would recommend them for women who are trying to wear more heels but don't want the discomfort of a v-shaped front shoe.,Genuine
"These are strictly for water aerobics. For that purpose that have a nice snug fit. I did have to take the liner out to improve the fit, but the surface underneath is fine for water walking/running. Do not think they would be comfortable for other purposes unless I exchanged for a larger size.",Genuine
"Both cats go crazy-happy when I groom them with this brush, and it removes A LOT of loose hairs with each brushing. It really is easy to clean, too, and I haven't had to deal with a hairball in months.",Genuine
"I use this for the beach, it's great. Packs small and absorbent, washes well, nice color, it even comes with its own pouch, what's not to like.",Genuine
"This is not the same Denziel Washington Safe House. The Denzial Washington Safe House was a really exciting film. This one was mediocre, although there wasn't really anything wrong with it technical wise.",Genuine
"Colors are very nice and quality seems acceptable.
Only complaint is wiring colours, should you choose to hard wire.
I mean if 89.7% of sales are to US/NA, why NOT Green, Black, White?",Genuine
I LOVE these socks!  Just right to keep warm in lower level of house!  Note - these are a VERY DARK PURPLE.....Bordeaux had me expecting deep red....but I much prefer the purple!,Genuine
I enjoyed this book it was a softer version of the other books in this series but was so good one of my favorites it had the action but most of all you felt the love the family had for each other in this book.,Genuine
"Construction quality is adequate, fit is adequate, product not impressive. As a lady that occasionally buys man-clothes, it is always hit or miss. This one was closer to a miss.",Genuine
"I got these for my father who needs wide shoes. Well, I was hoping these fit him because some of the reviews stated they ran small. I was happy when they fit perfectly.",Genuine
"This tale is very disappointing. Although Le Carr is much touted as an insider to the international intelligence community, his stories can be written by any author that reads the newspapers. Ed Spievack, author of ""Memoirs of an Unfinished Generation.",Genuine
"Fascinating update on Joanna Russ' world populated only by women. Feels real, no nonsense, great world-bulding. A little humorless. But otherwise terrific story-telling.",Genuine
"Great acting!!!  Would definitely recommend this movie. Can see why it was nominated for academy
Interesting drama and history of HIV /AIDS and how far we have come",Genuine
"i wanted these to work but the wide size was still not wide enough and the strap that goes around your heal is way too long. the sole of the sandal is incredibly comfortable and i love that it is completely black, but the sandal is so loose it falls right off.",Genuine
"As a driver and a rider, I don't think there is a more effective way to make yourself seen.
This set is very inexpensive and as good quality as I could expect for the price.",Genuine
It works out of the box. I was happy for a while until I pause the music and notice the massive static white noise this device is generating in the background. Then I disconnected the receiver from my speaker. My speaker is quiet again. I was hoping for better and returned it soon.,Genuine
"Interesting book.  Lots of excitement, adventure, trust, courage, and attraction make this an good read.  It has a lot of what makes a good book.",Genuine
this is a very boring film and very predictable.this film was done a year before this one came out.this film is The White Waiting To Exhale.pure formula.you'd swear Puff Daddy was the director?,Genuine
Brandon the 3rd brother finds a mate in Maggie. Mating is rough and the Penn wolves are still fighting Marcus pack -great follow up book,Genuine
"Made in China, but then what isn't? The ratchet design is not like my other Craftsman wrenches.
OK for the money. Works OK, too. Something is rusting on the inside and leaking out of the ratchet head.",Genuine
"This is a high quality surge protector for a reasonable price. I trust the APC brand above many other brands, and the high quality of this unit is very apparent when compared with cheaper surge protectors.",Genuine
As long as they don't lose any files from my weddings I love them. I have never lost files from a wedding so I worry when I purchase new CF cards. So far so good.,Genuine
"How would our lives change if we miss a pliant or an appointment, or we sleep over or get up on time?  Some micro seconds make a difference in someone's life and changes everything. Is that destiny or chance. And afterwards that's it really matters",Genuine
I bought two of these and I really like them; better yet my dogs like them.  I take them hunting and they stack well and hold up in cold weather.,Genuine
"Devastated from a career ending injury, Ben can't stand what his life has become.  Single mom, Caitlyn can't imagine anyone wanting her.  Can these two hurting people come to terms with their lives?",Genuine
"My husband loved these gloves!  He said they were light, fit perfectly snug and was great shooting gloves.  Best he's ever worn.",Genuine
"They didn't work.  Sent back for a full refund.  We could see ourselves in the screen, but no sound, and couldn't see the other person.  Super disappointing on Christmas morning.",Genuine
"These Quickstrips are perfect for throwing an extra 6 rounds each in your pocket.  The rounds come out of the strip smoothly and works as described.  The traditional speedloaders while providing a faster reload, are much more difficult to carry around.",Genuine
"I love this very different take on a Charlie-and-the-Chocolate-Factory idea.  I loved the constantly changing character perspective, I loved the story, and I loved the character growth.",Genuine
"This is a film I was expecting to love, but unfortunately it couldn't hold my interest. The story seemed weak and dragged on. Someone else might really enjoy it.",Genuine
awesome lightweight compact great for pretty much any size camp stove. Folded it out a lot larger than I thought it would. Pleasantly surprised..,Genuine
Absolutely totally captivating story!!! Jack and Abi are truly relatable characters! I can't get enough of these characters they seem so real and was laughing and gasping all through this book!! I cannot wait for more this series with just the first book is 100X better than FSOG!!,Genuine
I bought this hat for my husband who has a tendency towards basil cell carcinoma. This hat protects his head and face from the sun and yet is lightweight and comfortable. He looks as if he is on safari.,Genuine
I got the 15ft cable but mine does not charge as fast. I had purchased the 6ft white cable from here before and it works great but I needed a longer cable and not satisfied. ,Genuine
"The stylus precision tip is very very flimsy. FYI, these styluses will not work with HP ENVY or other touch sensitive screens. So far, the only thing these worked for are my phone and tablets.

Hope this review helps with your purchase decisions.",Genuine
"Outstanding book. Really, opened my mind up as to what I should be focusing on in retaining customers and recurring revenue from a core group of customers. This will help me build a business that will be sustainable, predictable and sellable. Liked his book, Built to Sell.",Genuine
Ok I figured it out but the instructions need improvement for something this complicated just a diagram with letters when wood isn't lettered is a fail. I will probaly buy again as I know how to do it now and for me is what I need a few of these for reasons.,Genuine
"When in comes to DEET, there is no such thing as better or worse brands. It's all the same chemical, so shop for best price AND compare concentration of DEET in product you're buying. I recommend this product because it is highly concentrated at 98% so it should last a long time between applications",Genuine
"Works, with a little indecision on my home panel- useful there.

On my son's panel- inserting the transmitter trips the arc fault breakers (which I believe are becoming standard and required in many residential installations)! No use at all there!",Genuine
Very cute doll.  The animals respond clearing when facing necklace.  It seems to be well made.  I bought it for my 6 year old grand daughter.,Genuine
"Just what I expected. Nothing fancy, but enough room for the essentials. Sure, you could pay more, but if you are only an occasional kegler like myself, this is perfect for lugging your ball and shoes to the lanes.",Genuine
"I bought this for my daughter for Easter and she still loves it! It's just the right size and it's really cute and easy for her to grab on to, she's 6 months old now.",Genuine
I have used literally thousands of discs of various brands and I have found these PHILLIPS discs to be extremely reliable. I've recorded a dozen different file formats and could not be more satisfied.,Genuine
this highchair I perfect. was easy to put together and was the best Christmas gift my granddaughters received. The are nice heavy wood chairs. also arrived quickly and appreciate the service I received. LOVED LOVED LOVED the highchairs.,Genuine
I am a big man at 6'2 tall. This hoodie is made for someone who is big and short. The hoodie doesn't come down past my waist I'll never wear it. It's trash. This is a true embarrassment to the Dickie's name brand.,Genuine
I love readin this author and the story telling is great but I really wanted more Christmas stories but still gave it a five star rating.,Genuine
"The Pledge was great. It was very graphic. Sean Penns 3rddirecting job is outstanding since the similiar one ""THE CROSSINGGUARD"".  Jack Nicholson does a perfect job in this role.",Genuine
Pretty but not functional. Fabric is too light and it doesn't stay in place whatsoever no matter how often you adjust it. Give it 3-stars due to the description being accurate and loving the color,Genuine
"Too big for my 18lb dog. I thought that she might be able to bite onto the furry thingies, but there's not much to hold onto. Only recommend it for large breeds.",Genuine
"it must just be kids. My son loved it for two days...its funny how kids give you a really good guilt trip to get them something then after you get them the thing they want the most, then find out in less than the time it takes to deliver it, they lose interested.",Genuine
These are cute and my kids were excited about the color choices but we purchased two pairs and both hurt the kids' ears. They refuse to wear them anymore and we had to replace them with a different brand.,Genuine
"Pretty swim dress but not at all practical for swimming.  It could be okay if you don't plan to swim laps.  Fabric seemed very heavy and cups, although formed, did not offer adequate support.",Genuine
"This is on our ""Top 25"" movie list.  Superbly acted, written, edited, filmed, etc.  Sound is terrific too.  That's meaningful because of the . . . well, you just have to see it for yourself.  Twice.",Genuine
Another great DJ RObb read and addition to her collection.  Nora just keeps on spinning award winning novels that draw us in and entertain us.,Genuine
Great for wiping fingerprint smudges from my iPhone and iPad.  I've used this with or without LCD cleaner and it always does a good job.  Highly recommended.,Genuine
"Great story with characters who stay consistent, yet grow throughout the series. Fun magical adventures in a well-written story capture the imagination.",Genuine
"I was amazed at how easy it is to pick the next big growth stocks with this guide. And of course, it also covers some of the risks of growth investing. This information is key when learning what can be a very complicated type of investing",Genuine
"My kitty got a Urinary Tract Infection, and I was really, really worried this could be an ongoing issue, so I purchased this supplement to add to my existing dietary supplement routine. When I put the full amount (1/4 teaspoon) in her food, she turned her little nose up at it and refused to touch it",Genuine
I know it's ridiculous to love a butter dish - but I can't help it. I love this butter dish. Keeps our butter so fresh and neat. It's the small things in life.,Genuine
"I enjoyed this book very much but then again I love Nora Roberts books!  It was exciting and a page turner, looking forward to the next two books!",Genuine
Let me tell you - when I say I was on the edge of my seat the entire book I mean that! These characters are CRAZY & book 2 is about to be lit. Smh. I just know its going down,Genuine
I used this shortly after receiving it and will use it a LOT more for my work.  I drill thru HM doors and this ensures the thru hole on the other side is lined up properly with the initial hole.  No more correcting a slightly off hole with this guide.,Genuine
Nice to have a self inflation feature included in the pad. Still working on the right psi to inflate it to. Too much and you're rolling off the thing all night. Too little and you're touching the ground. Over all a good mattress once you dial in the feel.,Genuine
This Bipod is very nice. Attaches easy with two mounting options. Fold up easy and the spring loaded stands are very nice. The only thing that would make it better for this price would be the option to fold legs up in either direction.,Genuine
great look for non power cables to go in and out of the wall. i have one of these behind each hanging tv in my house and a few sonos cat 5 cables,Genuine
"I added these two batteries, which came at an unbelievable low price to the one that came with my Pansonic Lumix camera and now I can shoot for days and days without recharging.",Genuine
It's a simple riser block. It has small rubber feet that hold it in place.  It's the perfect height for my cycle ops trainer.  The block is relatively inexpensive and does the job.  I recommend it.,Genuine
"Overall I really do like this product its long, its cute, it works, the only problem is that it is cheaply made... I had mine for less than a month and one of the straps broke, its nothing a sewing kit won't fix but it would be nice if I didn't have to do such things.",Genuine
"What an amazing collection of stories. If you like spanking, erotica, and cowboys this is the box set for you. There was not a story that I did not like in this set. Each one is as strong and alpha as the next.",Genuine
I didn't know matthew mcconaughey had so much SWAGG! The movie keep my attention the entire time. It did not have a typical resolution nor was it predictable leading up to it. It was well written and well portrayed. It was convincing and real. I wish more movies were this well developed.,Genuine
"This is a nice little odor eliminator... keep it going on low for maintenance.  The high setting is quite noisy unfortunately, but i like using it on low.",Genuine
this is a nice windbreaker jacket for cool weather. it is thin and lightweight. I'm not used to this type of collar but that's not a big deal. nice fit.,Genuine
Ummmmm . . . this actually didn't work with my Mac.  Didn't work with Yosemite.  Gave it away to someone who had Windows.  Maybe they fixed the problem but I don't have it anymore.,Genuine
"This has been a great tag holder.  I can put it on my dog collar, and move it to another collar easily when we change to another collar. It fits my 1"" collar just right.",Genuine
He try to get back with Anna seem there are people try to keep them apart. It seem he is lying to her again a great book love it just wished James wasn't a jerk! Need to read this book it tell you how guy are jerk and players.,Genuine
The Kind of Law Enforcement People Love. Chuck Norris in the Role of a Sheriff who Protects the People from harm. This is classic TV. If you like Chuck Norris - this series is for you.,Genuine
"This insanely cheap router outdoes everything else that is under $100. It can handle streaming movies and multiple games at once no problem. I imagine if you have a family of 4 or more all using devices maybe you would hit some caps, but it has been nothing but great for me.",Genuine
Very cute.  I made two out of this towel...same design on both sides...crocheted a top with button to hang from oven or refrigerator door handle.  Makes two nice gifts.,Genuine
"It's perfect for our 5 month old. She loves sitting in it while I'm cooking, in the shower, or doing other chorus around the house. Couldn't live without this seat!",Genuine
My tongs went to a church barbecue and ended up in the utensil drawer so I bought these to replace them.  These are much better than the ones in the church drawer!  I really like them.,Genuine
I've only had it for 6 months. Half the screen doesn't even show up anymore and now it's not vibrating for notifications or when I've met my goal. Serious suckage. Will not purchase this brand again.,Genuine
"What a great collection of software freebies - thanks, Bob, for producing some great tips for the Kindle.  As a long-time, loyal subscriber to your newsletters, I'm appreciative of this ebook.  It is like a gift to us on your birthday.  Happy Birthday...",Genuine
Great product.  I do a variety of construction projects and am a House Painter as a profession.  I do run into a lot of drywall repair and replacement jobs and this is a great kit.,Genuine
This strap seems to be made well but doesn't seem to be sturdy enough in some of the sewing details to last longer than a few months of repeated regular use.,Genuine
"This is a fairly good white dress shirt, but it's quality is not quite as good as what I usually buy.  After not much use, the collar lost its crease.",Genuine
"Ever since I was a little baby, I always be dribblin'
In fac', I was de baddest dribbler in the whole neighborhood
Then one day, my mama bought me this basketball
And I love this basketball

But seriously, great quality, weight, durability.",Genuine
"We purchased this as a Christmas gift for our oldest. She loves it. So does our toddler as well. In fact, we may be purchasing another one for little sister soon.",Genuine
"The second season has not let me down. So far it has been great and hopefully when this season is done they will come back with a third. You can't help getting involved with the characters. What good entertainment just enough action, romance, secrets and family problems.",Genuine
"Just bought some of these from Walmart for $1.98....$8 seems a little ridiculous.

I haven't used them yet...trying to make an adapter to match the threaded part (my hydration pack is not Outdoor Products).
Other than that they seem well designed and worth 2-5 dollars.",Genuine
"These are complete crap. I had modest hopes from the beginning, but my hopes were completely dashed when the 2 blue bulbs I purchased provided poor light output and light that was more white than blue. Don't waste your money on these.",Genuine
"My cat loves to play with these balls.  I must've gone through a dozen of them because they always get lost in my apartment, or my cat chews them out.  These balls are incredibly light, making it super fun for my cat to chase and bounce around the floor.",Genuine
"We bought this board for pre-photo prep for a collection of 4-6"" dolls. This board is useful for a tabletop, counter, or other work surface. Well padded and narrow end allows us to get to tiny costume areas.",Genuine
Very good movie.  To think of the possibility that are world could be like in this movie.  I thought the movie was well written and had many good actors in it.,Genuine
"We got this game as a gift, but this version of it had tiny plastic stones instead of the larger glass ones. Our kids are 4 and 5 and the larger stones would have been preferable, plus it is advertised as glass. We won't keep this one.",Genuine
These are terrific gloves. My go-to glove and far superior to what I'm used to...Pear Izumi. The padding is different but works well for my hand. The pull loops for taking the gloves off is very durable. And of course the price...very affordable.,Genuine
"Good, cheap shooting glasses. These are not $100+ glasses, that much is evident. But the lenses are distortion-free and the frames are sturdy enough for use with ear protection over the arms.",Genuine
This toy exceeded my expectations.  It's great to add some kibble and some smaller treats.  My pup rolls it around with his notes and sometimes bats at it with his paws.  It keeps him busy for several minutes.  Cleaning is easy as it folds inside out.,Genuine
"Get this for the wand alone.  The crown is a complete disappointment overall.  Its far too small and you can definitely tell its just a cheap plastic crown.  If you can find the crown in metal that is also sold on Amazon, go with that instead.",Genuine
"I have being  using these chaps for over 2 years. Well made, a must for anyone using a chainsaw. can get a bit hot in warm weather,",Genuine
"This is one of the best books I've read. Full of adventure, you ache with tragedy, and cry in the good parts. But it's light, the bad things not overdone in gross detail, just enough to pull the emotion of the reader. This is a book to be proud to have on your shelf.",Genuine
"The kite is easy to put together and take apart to put back in the sleeve. The colors are bright and pretty, and it flies well. What's not to like!",Genuine
"Nice read, good characters, sweet love story.  Enjoyed reading the conclusion to the trilogy.  The touch of suspense added to its appeal.",Genuine
"While this book isn't page after page of humor;  it is a wealth of information about what our government, National Park Service and Forest Service, as well as some wealthy private citizens, have been allowed to do to our wilderness areas.",Genuine
Just as good as the battery that comes with the GoPro but cheaper and you get two. I have not tried to charge the official battery in the charger but the Wasabi batteries charge in the GoPro fine.,Genuine
"This is so cute and fun and nice! I can never just sit peacefully and do my makeup without my daughter wanting to grab stuff out of my makeup bag. Now she can sit and ""do her makeup"" with me. Really happy with this realistic but pretend makeup!",Genuine
"Great fit for my Iris floor mat holder. But I would get them anyway. My lil guy has a big bladder an others can't hold it.
these are large allowing for that search for the best spot with out taking up a lot of space.",Genuine
"Have only used for a short time, but it appears to be made well and will last.  My small dog shouldn't break it, and I liked the way they attached the clips.",Genuine
"The material of the bag is a smooth and soft and very suitable for ladies to carry. Not sure will it last long as it doesn't really feel solid. Nevertheless, it will take the biggest of the manduka mat except the big square 1.",Genuine
These are so cute! My 19-month-old and 3-year-old love them! They are definitely worth the buy. I use them for homeschool music time. They add so much interaction and involvment.,Genuine
"I enjoyed Better When He's Bold. Race is much different than Bax, but it was a good different. I really enjoy Jay Crownover's stories. Another good one. Keep up the awesomeness Ms. Crownover's, and I'll keep buying.",Genuine
"I love these books! Like Hunger games, but better!! Looking forward to the 3rd one! Lots of action in this crazy world she describes!",Genuine
"I have an 8 year old Maltipoo that's about 5 lbs overweight but a picky eater. She devours these treats and I'm glad they're on the healthy side being grain free, wheat free and holistic.",Genuine
"Great product.  Device attached easily, many choices of rings, including holiday.  Sound level good enough for entire apartment.",Genuine
"Very flat plug, 3 prong, sturdy wire sheathing, does angle down to the right.  Should fit behind any piece of furniture.  A very good buy, I recommend.",Genuine
"She fought for what she wanted.  Both knew that wife was a hot mess, he was willing to give wife another chance but the babysitte was lilke no, I'm fighting for what I want this time.",Genuine
"I couldn't read this book quick enough to find out what was going to happen in each character's life. I would recommend this book to anyone, along with the entertainment the book gave, there are also many scriptures that were give to help you with your day to day lives.",Genuine
We love these!  We buy a new one about every 18 months or so just because we like our dogs to have new ones as we wash them frequently and that takes its toll on them.,Genuine
"This is a must-have for families going to the beach! I've hauled s a lot of beach stuff including 6 tall beach chairs, beach bags, umbrella, and coolers in one load!",Genuine
"The light is precious, but seems a little top heavy.  I'm afraid that it might fall out of the plug, so am having to return it.  Otherwise, beautiful design and captivating glow.",Genuine
"I really enjoyed reading this, as I used to be a Literacy tutor, and I am fascinated by all sorts of ideas related to learning. I was really impressed by the human drive toward knowledge and learning.",Genuine
"Band is unbelievably small, if you have large breasts but have the width of a stick, you should be able to fit into it nicely. Very disappointing. Material is awfully cheap, the knots in the back that hold your straps are plastic... One good tug and it snaps and breaks.",Genuine
"This tower is big for a mid tower but I like it

Came warped in plastic

Clean Nice paint job

Cant complain yet great tower!!!",Genuine
long story with tragic story of lives lost without purpose or results. Far too much talk of lives wasted and spent on meaningless tasks.,Genuine
"I bought this storage cube to put all of my knitting in next to my couch. I couldn't use the lid because my wooden knitting loom was to large. So, I use the lid as a dinner tray. Works for me.

It's a solid construction. Worth the price, for sure.",Genuine
"This is my 2nd time of purchasing this product.  My cats just love it and completely wore the old one out.  Best part, it's made right here in the USA!!!",Genuine
"I just finished installing this timer so can't comment on longevity yet. All my house fans are on timers but my previous Levitron timers are breaking after about 5 years. I'm hoping this Woods brand lasts longer.

As other reviewers have noted if you install according to instructions you end up with",Genuine
"Looks good, feels good and really cool, figuratively and literally!  It's true to size and is made of really nice material and very functional.  I really like  the removable recoil gel from the pouch. Haven't shot with it yet.",Genuine
Highly recommendable. Great piece of blueray disc. Jackie can really hit the high note flawlessly. She's amazing young operatic artist.,Genuine
Keeps my babies regular and they love the flavor!  I use one packet and mix it in with kitty wet food and place equal amounts on their dish.,Genuine
"I love this product, I use it for work and for running, that's why I bought another one...I really like this product thinking of ordering some more.",Genuine
"I find this will not work with any of the wireless functions on my 5D Mark II, but flash comp works good,
and it does the basic ETTL/II functions. I can't complain about this product at all. High Speed Sync works
great with compliant flashes.",Genuine
"I have been buying Jungle Mocs for my wife for years and finally said, what the hey, I should try them myself and so I bought them and now understand why my wife and everyone loves them,. Give your tired feet a present of a snuggly yet supportive shoe you can wear anywhere.",Genuine
"This book was short but very sweet,  a fun ghostly tale that I won't soon forget. I did not see the end coming the way it did, shocked!  But what a wonderful story.",Genuine
"We hoped to use these both inside for presentations, as well as outside for backyard family movies.

The slightest wind will knock it off the table, and break the feet if they're clamped.",Genuine
"I ordered the 3-pack in ""Barely There"" and received a box meant for three pairs that clearly said 3-pack on it, but when I opened it, there were only two pairs inside!  In addition, the color was much darker than what I have bought in the past that was the same color, so I am sending these back.",Genuine
"Both Lawson books were amazing!  Great characters, intriguing story line, hot sex, and a wonderful twist in the end! Highly recommend",Genuine
Great book. So inspirational. Wish this was more common knowledge. These women are absolutely fantastic role models for people everywhere. Ties in well with the move.,Genuine
"I've had a nearly identical model for years, and recently bough this one. It is a cost efficient way to keep documents and other valuables safe. It is sturdy, closes securely, and is waterproof and moderately fireproof. Highly recommended.",Genuine
Dies work great. On par with every other Hornady die set I've used. Topped mine with the Microjust and have had excellent results.,Genuine
"I needed a long HDMI cable to hook up my HP laptop via a DATAPORT->HDMI adapter to the TV set, and this works perfectly.  Now just have to figure out how to make it transfer audio too from the PC to the TV via that interface.",Genuine
I love every book she has ever written and look forward to every new one that she comes out with. She just can't write them fast enough for me.,Genuine
Just what I expected..Very good product and a fair price...Will buy again....I have told a few friends about this buy and they seemed quite surprised at my savings....Fast delivery time.,Genuine
"Works well... records games... but if you are looking to use it for recording anything else through your XBOX, it won't work. Its just game play, not Netflix or TV.",Genuine
Probably not a bad idea to get this extension with the gas can.  It just makes it easier.  Good product.  Does not leak a single drop...that was one of my unfounded concerns.,Genuine
"I am very happy with these glasses. I bought them for my 12 year old son when he is shooting airsoft guns and archery. He likes these so much better than other safety glasses because they are very clear and aren't too big on his face. And for safety glasses, they look better than most.",Genuine
"It's so bad that I merely FF through it. Dakota is laughable, and idk wth is with the guy cast as Christian. Had this been Alexander Skaarsgard and Mila Kunis we would've had one great film.",Genuine
"I have had two of these and they are waterproof and comfortable to wear.  Both of them lost function after four to six months.  The step counting is good if you wal and swing your arms, or if you run.  Slow walking, or pushing a cart will  not be picked up as steps.",Genuine
"I've owned several of these (I lose them frequently), and I love them. They would be a perfect 5, except they come with the terrible U3 software, with no indication of how to remove it. Here is how to remove it:
[.",Genuine
